,beat_pitch
420,"[[(1, 69), (3, 69), (4, 67), (5, 69), (7, 72), (9, 72)], [(1, 69), (3, 69), (4, 71), (5, 74), (7, 78), (8, 74), (9, 74), (10, 79)], [(1, 69), (3, 73), (4, 74), (5, 79), (6, 77), (7, 76), (8, 79), (9, 81)], [(1, 69), (2, 71), (3, 69), (4, 71), (5, 69), (6, 68), (7, 66), (8, 64), (9, 65)], [(1, 69), (2, 70), (3, 74), (5, 76), (7, 72), (8, 69), (9, 71)], [(1, 69), (3, 81), (5, 81), (7, 79), (8, 72), (9, 70), (10, 67)], [(1, 69), (3, 72), (4, 74), (5, 70), (7, 69), (8, 72), (9, 74)], [(1, 69), (3, 57), (4, 61), (5, 62), (7, 66), (8, 67), (9, 65), (10, 63), (11, 62)]]"
421,"[[(1, 75), (3, 74), (4, 76), (5, 77), (7, 74), (8, 76), (9, 74)], [(1, 75), (3, 75), (4, 72), (5, 72), (7, 76), (8, 73), (9, 74), (10, 72), (11, 69), (12, 67)], [(1, 75), (2, 74), (3, 72), (4, 74), (5, 76), (7, 83), (8, 81), (9, 78), (10, 76), (11, 74), (12, 70)], [(1, 75), (2, 74), (3, 76), (4, 79), (5, 81), (7, 77), (9, 76), (10, 72)], [(1, 75), (2, 74), (3, 76), (4, 77), (5, 76), (6, 74), (7, 73), (9, 74)], [(1, 75), (2, 76), (3, 73), (4, 74), (5, 75), (6, 72), (7, 75), (8, 72), (9, 69), (11, 71)], [(1, 75), (2, 74), (3, 76), (4, 77), (5, 79), (6, 77), (7, 76), (8, 78), (9, 76)], [(1, 75), (2, 74), (3, 71), (4, 74), (5, 79), (8, 72), (9, 71)]]"
422,"[[(1, 76), (3, 81), (4, 78), (5, 79), (7, 76), (8, 74), (9, 72)], [(1, 76), (3, 74), (4, 73), (5, 76), (6, 74), (7, 73), (8, 74), (9, 74)], [(1, 76), (2, 72), (3, 76), (4, 72), (5, 71), (6, 72), (7, 76), (8, 74), (9, 76), (11, 72), (12, 76)], [(1, 76), (2, 78), (3, 79), (4, 81), (5, 76), (6, 80), (7, 83), (8, 79), (9, 77), (11, 76), (12, 79)], [(1, 76), (3, 72), (4, 71), (5, 72), (7, 81), (8, 84), (9, 83), (10, 81), (11, 79), (12, 78)], [(1, 76), (2, 77), (3, 76), (4, 79), (5, 76), (6, 74), (7, 76), (8, 74), (9, 70), (10, 67), (11, 71)], [(1, 76), (2, 74), (3, 72), (4, 74), (5, 76), (6, 77), (7, 76), (9, 74)], [(1, 76), (2, 78), (3, 76), (4, 81), (5, 82), (6, 79), (7, 76), (8, 78), (9, 76)]]"
423,"[[(1, 72), (3, 74), (4, 76), (5, 72), (7, 76), (8, 72), (9, 67)], [(1, 72), (3, 72), (4, 70), (5, 74), (7, 71), (8, 68), (9, 67), (10, 64)], [(1, 72), (3, 76), (4, 79), (5, 81), (7, 76), (8, 78), (9, 80), (11, 76)], [(1, 72), (3, 74), (4, 76), (5, 76), (7, 74), (9, 71)], [(1, 72), (3, 74), (4, 71), (5, 72), (9, 70)], [(1, 72), (3, 71), (4, 73), (5, 73), (9, 74), (12, 75)], [(1, 72), (3, 71), (4, 74), (5, 71), (9, 67)], [(1, 72), (3, 74), (4, 73), (5, 74), (7, 71), (8, 67), (9, 69)]]"
424,"[[(1, 67), (4, 69), (5, 70), (9, 58)], [(1, 67), (4, 71), (5, 69), (9, 57)], [(1, 67), (3, 66), (4, 69), (5, 69), (9, 67)], [(1, 67), (3, 71), (4, 72), (5, 71), (9, 73)], [(1, 67), (3, 66), (4, 67), (5, 65), (9, 63), (10, 62)], [(1, 67), (3, 67), (4, 69), (5, 67), (9, 67)], [(1, 67), (3, 67), (4, 65), (5, 62), (9, 62)], [(1, 67), (2, 71), (3, 69), (4, 72), (5, 72), (9, 73)]]"
425,"[[(1, 76), (4, 81), (5, 76), (6, 72), (7, 74), (9, 76), (10, 73), (11, 71), (12, 74)], [(1, 76), (5, 76), (6, 77), (7, 77), (8, 79), (9, 74), (10, 72), (11, 71), (12, 69)], [(1, 76), (3, 81), (5, 80), (6, 81), (7, 79), (8, 64), (9, 64), (11, 79), (12, 76)], [(1, 76), (3, 78), (4, 79), (5, 81), (7, 79), (8, 82), (9, 81), (11, 79), (12, 72)], [(1, 76), (3, 79), (4, 77), (5, 79), (8, 77), (9, 79), (11, 79), (12, 76)], [(1, 76), (3, 73), (4, 71), (5, 67), (9, 71), (11, 71)], [(1, 76), (3, 76), (4, 73), (5, 72), (9, 76), (11, 72)], [(1, 76), (3, 76), (4, 78), (5, 79), (9, 78), (11, 76), (12, 74)]]"
426,"[[(1, 78), (2, 79), (3, 76), (4, 74), (5, 72), (9, 70)], [(1, 78), (2, 74), (3, 76), (4, 78), (5, 79), (7, 76), (8, 72), (9, 74)], [(1, 78), (3, 76), (4, 77), (5, 79), (7, 77), (8, 76), (9, 74), (11, 70)], [(1, 78), (3, 81), (5, 79), (7, 79), (9, 84), (11, 82)], [(1, 78), (2, 79), (3, 78), (5, 79), (7, 79), (9, 79), (11, 77), (12, 76)], [(1, 78), (2, 74), (3, 76), (4, 73), (5, 74), (7, 72), (9, 76), (10, 79), (11, 76), (12, 78)], [(1, 78), (2, 79), (3, 78), (4, 76), (5, 74), (7, 77), (8, 79), (9, 79), (10, 81), (11, 78), (12, 79)], [(1, 78), (2, 74), (3, 73), (4, 74), (5, 73), (6, 69), (7, 70), (8, 69), (9, 71), (11, 69), (12, 67)]]"
427,"[[(1, 81), (3, 79), (5, 78), (6, 81), (7, 79), (8, 76), (9, 79)], [(1, 81), (3, 81), (5, 81), (7, 79), (8, 72), (9, 74)], [(1, 81), (2, 78), (3, 76), (4, 77), (5, 74), (7, 72), (8, 71), (9, 69)], [(1, 81), (2, 80), (3, 78), (4, 69), (5, 62), (6, 64), (7, 66), (8, 67), (9, 69), (12, 66)], [(1, 81), (2, 82), (3, 81), (4, 79), (5, 77), (7, 77), (8, 79), (9, 74)], [(1, 81), (2, 84), (3, 81), (4, 83), (5, 81), (7, 83), (9, 81), (11, 71)], [(1, 81), (2, 84), (3, 81), (4, 82), (5, 81), (7, 79), (8, 81), (9, 79)], [(1, 81), (3, 79), (4, 74), (5, 76), (6, 74), (7, 72), (8, 71), (9, 69)]]"
428,"[[(1, 61), (2, 62), (3, 64), (4, 65), (5, 67), (7, 71), (8, 69), (9, 71)], [(1, 61), (3, 57), (5, 57), (7, 57), (8, 59), (9, 57)], [(1, 61), (3, 64), (5, 64), (7, 67), (8, 72), (9, 71)], [(1, 61), (2, 62), (3, 63), (4, 62), (5, 69), (7, 74), (8, 71), (9, 69)], [(1, 61), (4, 62), (5, 64), (7, 64), (8, 66), (9, 62)], [(1, 61), (2, 62), (3, 64), (4, 63), (5, 65), (7, 81), (8, 77), (9, 77)], [(1, 61), (2, 62), (3, 67), (4, 66), (5, 67), (7, 69), (8, 65), (9, 70)], [(1, 61), (2, 62), (3, 64), (4, 62), (5, 66), (7, 67), (8, 68), (9, 69), (11, 69)]]"
429,"[[(1, 69), (3, 73), (4, 71), (5, 67), (8, 62), (9, 59)], [(1, 69), (3, 67), (4, 63), (5, 72), (7, 71), (8, 72), (9, 79)], [(1, 69), (3, 71), (4, 73), (5, 76), (7, 74), (8, 71), (9, 69), (11, 67), (12, 65)], [(1, 69), (2, 73), (3, 71), (4, 74), (5, 76), (6, 74), (7, 77), (8, 79), (9, 76), (11, 74), (12, 71)], [(1, 69), (2, 71), (3, 72), (4, 70), (5, 74), (6, 72), (7, 70), (8, 69), (9, 71), (10, 62)], [(1, 69), (2, 72), (3, 76), (4, 73), (5, 74), (6, 71), (7, 72), (9, 71), (11, 74)], [(1, 69), (3, 71), (4, 76), (5, 74), (6, 73), (7, 71), (9, 72), (11, 71), (12, 69)], [(1, 69), (3, 74), (4, 77), (5, 82), (6, 86), (7, 82), (9, 72)]]"
430,"[[(1, 74), (5, 74), (9, 62), (10, 60)], [(1, 74), (3, 76), (5, 74), (9, 62), (10, 67)], [(1, 74), (3, 72), (5, 79), (9, 79)], [(1, 74), (3, 74), (5, 74), (9, 62)], [(1, 74), (3, 72), (4, 76), (5, 77), (9, 76)], [(1, 74), (3, 76), (4, 73), (5, 74), (9, 62)], [(1, 74), (3, 71), (4, 67), (5, 69), (9, 69), (11, 66)], [(1, 74), (2, 73), (3, 74), (4, 76), (5, 74), (7, 73), (9, 76), (11, 72)]]"
431,"[[(1, 69), (3, 69), (5, 67), (6, 64), (7, 62), (8, 66), (9, 66), (11, 64), (12, 65)], [(1, 69), (3, 77), (4, 72), (5, 69), (7, 68), (8, 70), (9, 69), (11, 79), (12, 78)], [(1, 69), (3, 69), (4, 70), (5, 69), (7, 69), (8, 72), (9, 70), (11, 69), (12, 67)], [(1, 69), (3, 81), (4, 77), (5, 79), (7, 77), (8, 74), (9, 75)], [(1, 69), (3, 71), (4, 72), (5, 70), (6, 69), (7, 70), (9, 69)], [(1, 69), (3, 76), (4, 77), (5, 79), (7, 83), (8, 79), (9, 79)], [(1, 69), (3, 73), (5, 69), (6, 71), (7, 72), (8, 69), (9, 70)], [(1, 69), (3, 69), (4, 66), (5, 71), (6, 73), (7, 76), (8, 73), (9, 74), (10, 71)]]"
432,"[[(1, 78), (3, 74), (5, 71), (6, 55), (7, 71), (9, 72), (11, 69)], [(1, 78), (3, 76), (4, 72), (5, 72), (6, 71), (7, 72), (8, 69), (9, 67), (11, 64)], [(1, 78), (3, 76), (5, 76), (6, 72), (7, 69), (8, 67), (9, 66)], [(1, 78), (3, 76), (4, 79), (5, 81), (6, 77), (7, 76), (8, 79), (9, 70)], [(1, 78), (3, 74), (4, 76), (5, 81), (7, 78), (8, 74), (9, 70)], [(1, 78), (2, 79), (3, 76), (4, 79), (5, 81), (7, 79), (8, 75), (9, 74), (10, 73)], [(1, 78), (3, 78), (4, 76), (5, 74), (6, 73), (7, 76), (8, 78), (9, 79), (10, 78)], [(1, 78), (3, 62), (5, 57), (6, 59), (7, 57), (8, 60), (9, 58)]]"
433,"[[(1, 76), (3, 74), (5, 74), (7, 72), (9, 72), (11, 74), (12, 73)], [(1, 76), (5, 76), (6, 74), (7, 73), (9, 74), (11, 71), (12, 73)], [(1, 76), (3, 79), (5, 80), (6, 81), (7, 79), (9, 79), (11, 74)], [(1, 76), (3, 79), (5, 79), (6, 77), (7, 76), (8, 72), (9, 74), (11, 72), (12, 74)], [(1, 76), (2, 74), (3, 76), (4, 79), (5, 81), (6, 80), (7, 83), (9, 85), (11, 81), (12, 83)], [(1, 76), (3, 81), (4, 80), (5, 78), (7, 79), (9, 76), (11, 74), (12, 72)], [(1, 76), (4, 72), (5, 67), (7, 69), (8, 72), (9, 67), (11, 71), (12, 69)], [(1, 76), (3, 74), (4, 72), (5, 71), (7, 80), (9, 80), (11, 81), (12, 79)]]"
434,"[[(1, 69), (3, 67), (4, 65), (5, 63), (7, 79), (8, 81), (9, 77), (11, 76)], [(1, 69), (3, 66), (4, 64), (5, 65), (6, 63), (7, 62), (8, 60), (9, 67)], [(1, 69), (3, 72), (5, 60), (7, 67), (8, 65), (9, 60)], [(1, 69), (2, 68), (3, 69), (5, 76), (6, 74), (7, 76), (8, 74), (9, 77)], [(1, 69), (2, 71), (3, 72), (4, 71), (5, 69), (7, 67), (8, 66), (9, 64)], [(1, 69), (3, 77), (4, 79), (5, 81), (7, 77), (8, 79), (9, 76)], [(1, 69), (2, 71), (3, 67), (4, 71), (5, 71), (7, 74), (9, 79)], [(1, 69), (3, 74), (4, 78), (5, 81), (7, 83), (8, 79), (9, 81)]]"
435,"[[(1, 81), (3, 81), (4, 79), (5, 77), (7, 77), (9, 76)], [(1, 81), (3, 82), (4, 84), (5, 79), (6, 77), (7, 76), (8, 73), (9, 74)], [(1, 81), (3, 79), (4, 81), (5, 79), (7, 74), (8, 71), (9, 67), (10, 66)], [(1, 81), (3, 83), (4, 79), (5, 74), (7, 78), (9, 80)], [(1, 81), (3, 81), (4, 78), (5, 79), (7, 79), (8, 77), (9, 72)], [(1, 81), (3, 69), (4, 71), (5, 69), (7, 65), (8, 67), (9, 69)], [(1, 81), (3, 79), (5, 79), (7, 74), (8, 73), (9, 74), (11, 72)], [(1, 81), (3, 81), (4, 77), (5, 79), (7, 78), (8, 76), (9, 79)]]"
436,"[[(1, 69), (3, 59), (5, 57), (7, 72), (8, 71), (9, 69)], [(1, 69), (3, 69), (5, 71), (7, 69), (8, 72), (9, 74), (11, 70)], [(1, 69), (3, 77), (5, 77), (6, 76), (7, 78), (8, 76), (9, 74), (11, 78)], [(1, 69), (3, 70), (4, 74), (5, 72), (7, 76), (8, 72), (9, 74), (11, 72)], [(1, 69), (3, 70), (4, 72), (5, 69), (6, 70), (7, 69), (8, 72), (9, 74)], [(1, 69), (3, 74), (4, 72), (5, 74), (6, 72), (7, 74), (8, 77), (9, 74), (11, 72)], [(1, 69), (3, 71), (4, 72), (5, 74), (7, 79), (8, 77), (9, 74)], [(1, 69), (3, 71), (4, 74), (5, 73), (7, 74), (9, 72), (10, 71)]]"
437,"[[(1, 79), (5, 76), (7, 71), (9, 74)], [(1, 79), (5, 78), (7, 76), (9, 74)], [(1, 79), (3, 74), (5, 73), (7, 74), (9, 74)], [(1, 79), (3, 79), (4, 72), (5, 74), (7, 72), (9, 70)], [(1, 79), (3, 80), (4, 81), (5, 82), (6, 79), (7, 77), (8, 76), (9, 77)], [(1, 79), (3, 83), (4, 79), (5, 81), (7, 81), (9, 77)], [(1, 79), (3, 74), (4, 72), (5, 72), (9, 74)], [(1, 79), (3, 75), (4, 72), (5, 72), (7, 71), (9, 71)]]"
438,"[[(1, 70), (3, 70), (4, 69), (5, 69), (6, 71), (7, 69), (8, 72), (9, 74), (11, 70), (12, 69)], [(1, 70), (3, 74), (4, 70), (5, 74), (7, 76), (9, 73), (11, 74), (12, 71)], [(1, 70), (2, 69), (3, 71), (4, 73), (5, 74), (7, 69), (8, 66), (9, 74), (11, 74), (12, 78)], [(1, 70), (3, 72), (4, 76), (5, 74), (7, 76), (8, 72), (9, 69), (11, 71), (12, 69)], [(1, 70), (3, 72), (4, 69), (5, 67), (7, 65), (9, 62), (11, 78)], [(1, 70), (3, 69), (4, 71), (5, 69), (7, 67), (8, 65), (9, 67), (11, 66)], [(1, 70), (5, 70), (7, 74), (8, 72), (9, 69), (11, 79)], [(1, 70), (5, 69), (7, 69), (9, 65), (11, 69)]]"
439,"[[(1, 67), (5, 72), (7, 76), (9, 78)], [(1, 67), (3, 69), (5, 67), (7, 67), (9, 79)], [(1, 67), (3, 71), (4, 66), (5, 67), (7, 69), (9, 73)], [(1, 67), (3, 71), (4, 69), (5, 71), (7, 71), (8, 72), (9, 74)], [(1, 67), (2, 66), (3, 69), (4, 70), (5, 69), (7, 69), (9, 66)], [(1, 67), (2, 66), (3, 69), (4, 74), (5, 76), (6, 67), (7, 66), (9, 67)], [(1, 67), (2, 69), (3, 67), (4, 69), (5, 70), (7, 67), (9, 66)], [(1, 67), (2, 69), (3, 72), (4, 74), (5, 79), (6, 78), (7, 76), (9, 76)]]"
440,"[[(1, 74), (4, 79), (5, 82), (6, 79), (7, 76), (9, 74), (10, 78), (11, 74), (12, 72)], [(1, 74), (3, 76), (4, 74), (5, 74), (7, 72), (9, 74), (10, 72), (11, 76), (12, 79)], [(1, 74), (3, 72), (4, 74), (5, 76), (7, 77), (9, 74), (11, 74)], [(1, 74), (3, 76), (4, 75), (5, 76), (7, 72), (9, 55)], [(1, 74), (3, 74), (4, 76), (5, 74), (7, 73), (8, 74), (9, 76), (12, 73)], [(1, 74), (3, 76), (4, 77), (5, 76), (7, 72), (8, 74), (9, 76)], [(1, 74), (3, 78), (4, 74), (5, 76), (9, 74)], [(1, 74), (3, 74), (4, 76), (5, 77), (9, 75)]]"
441,"[[(1, 77), (5, 74), (7, 69), (9, 69), (10, 70)], [(1, 77), (5, 77), (7, 81), (9, 79)], [(1, 77), (5, 72), (7, 70), (8, 69), (9, 73)], [(1, 77), (5, 79), (7, 77), (9, 76)], [(1, 77), (3, 77), (5, 77), (7, 76), (9, 76)], [(1, 77), (2, 76), (3, 77), (5, 79), (7, 74), (9, 72)], [(1, 77), (2, 74), (3, 72), (4, 71), (5, 74), (7, 74), (9, 72), (10, 71)], [(1, 77), (3, 77), (4, 76), (5, 74), (7, 74), (9, 72), (10, 70), (11, 74)]]"
442,"[[(1, 57), (3, 60), (4, 62), (5, 61), (7, 64), (9, 61), (10, 62)], [(1, 57), (3, 72), (4, 69), (5, 70), (7, 58), (9, 58), (11, 58)], [(1, 57), (2, 65), (3, 67), (4, 66), (5, 67), (7, 69), (9, 69), (10, 70), (11, 69)], [(1, 57), (3, 74), (4, 72), (5, 72), (7, 69), (9, 69), (11, 79)], [(1, 57), (3, 72), (4, 76), (5, 74), (6, 82), (7, 81), (9, 77), (11, 74), (12, 78)], [(1, 57), (2, 64), (3, 81), (4, 77), (5, 79), (6, 77), (7, 76), (8, 72), (9, 76), (11, 74)], [(1, 57), (2, 64), (3, 62), (4, 64), (5, 62), (7, 62), (8, 61), (9, 62), (11, 78), (12, 79)], [(1, 57), (2, 64), (3, 66), (4, 69), (5, 71), (7, 72), (9, 76), (11, 79)]]"
443,"[[(1, 71), (4, 73), (5, 74), (7, 78), (9, 81)], [(1, 71), (3, 69), (4, 66), (5, 67), (7, 62), (9, 62)], [(1, 71), (2, 67), (3, 69), (4, 72), (5, 71), (7, 67), (9, 71), (11, 69)], [(1, 71), (2, 72), (3, 69), (4, 67), (5, 69), (7, 72), (9, 74), (11, 71), (12, 72)], [(1, 71), (3, 74), (4, 76), (5, 76), (7, 73), (9, 74), (11, 76), (12, 74)], [(1, 71), (3, 69), (4, 70), (5, 62), (6, 60), (7, 58), (9, 58), (11, 74)], [(1, 71), (3, 67), (4, 62), (5, 62), (6, 66), (7, 69), (9, 71)], [(1, 71), (3, 71), (4, 76), (5, 79), (6, 77), (7, 73), (9, 71), (11, 71)]]"
444,"[[(1, 74), (3, 74), (5, 79), (9, 77), (11, 74), (12, 72)], [(1, 74), (3, 73), (5, 74), (7, 72), (8, 74), (9, 72), (11, 69), (12, 67)], [(1, 74), (4, 78), (5, 79), (7, 77), (8, 76), (9, 74), (11, 73), (12, 69)], [(1, 74), (2, 77), (3, 76), (4, 73), (5, 74), (7, 79), (8, 81), (9, 85), (11, 85), (12, 81)], [(1, 74), (3, 74), (5, 57), (7, 73), (8, 71), (9, 72), (11, 71), (12, 69)], [(1, 74), (3, 81), (5, 79), (6, 78), (7, 79), (9, 74), (11, 78), (12, 79)], [(1, 74), (2, 76), (3, 74), (5, 72), (6, 77), (7, 75), (8, 76), (9, 74), (11, 78), (12, 76)], [(1, 74), (2, 77), (3, 74), (5, 76), (6, 74), (7, 73), (8, 74), (9, 76), (11, 76), (12, 78)]]"
445,"[[(1, 71), (4, 78), (5, 74), (7, 71), (9, 72), (10, 71), (11, 69), (12, 64)], [(1, 71), (3, 67), (4, 71), (5, 69), (7, 81), (9, 76), (10, 79), (11, 78), (12, 79)], [(1, 71), (3, 74), (5, 72), (7, 74), (9, 79), (11, 76), (12, 73)], [(1, 71), (3, 73), (4, 76), (5, 79), (7, 77), (9, 77), (11, 76), (12, 77)], [(1, 71), (2, 74), (3, 76), (4, 75), (5, 77), (7, 81), (9, 79), (11, 79), (12, 83)], [(1, 71), (2, 72), (3, 76), (4, 75), (5, 82), (7, 81), (9, 81), (11, 79)], [(1, 71), (2, 66), (3, 69), (4, 72), (5, 74), (6, 72), (7, 74), (9, 72)], [(1, 71), (2, 74), (3, 79), (4, 81), (5, 79), (6, 77), (7, 76), (8, 72), (9, 74)]]"
446,"[[(1, 82), (3, 81), (5, 83), (9, 81)], [(1, 82), (3, 74), (5, 74), (9, 62)], [(1, 82), (3, 81), (5, 79), (9, 71)], [(1, 82), (3, 81), (5, 83), (9, 74), (11, 75)], [(1, 82), (3, 82), (5, 82), (7, 77), (9, 76), (11, 76), (12, 77)], [(1, 82), (3, 81), (5, 81), (6, 79), (7, 76), (9, 74), (11, 81), (12, 77)], [(1, 82), (3, 81), (5, 79), (6, 77), (7, 75), (9, 74), (11, 78), (12, 79)], [(1, 82), (3, 81), (5, 81), (6, 79), (7, 81), (9, 71), (11, 67), (12, 63)]]"
447,"[[(1, 79), (3, 77), (4, 79), (5, 74), (7, 72), (8, 71), (9, 74), (12, 78)], [(1, 79), (3, 67), (4, 66), (5, 67), (7, 71), (8, 72), (9, 74), (11, 76)], [(1, 79), (2, 77), (3, 82), (4, 81), (5, 77), (7, 81), (8, 77), (9, 74), (11, 77)], [(1, 79), (3, 76), (4, 73), (5, 74), (7, 74), (8, 76), (9, 72), (11, 71), (12, 69)], [(1, 79), (3, 82), (4, 79), (5, 74), (7, 76), (8, 77), (9, 74), (11, 71), (12, 79)], [(1, 79), (3, 79), (4, 74), (5, 72), (6, 71), (7, 72), (8, 69), (9, 71), (11, 74)], [(1, 79), (3, 77), (4, 76), (5, 81), (7, 83), (8, 79), (9, 81)], [(1, 79), (3, 76), (4, 74), (5, 72), (6, 70), (7, 72), (8, 74), (9, 70), (11, 69)]]"
448,"[[(1, 79), (3, 74), (4, 69), (5, 72), (7, 74), (8, 72), (9, 71), (11, 74)], [(1, 79), (4, 81), (5, 64), (7, 72), (8, 69), (9, 62), (11, 73), (12, 69)], [(1, 79), (3, 78), (4, 79), (5, 81), (6, 79), (7, 76), (8, 81), (9, 79), (11, 77), (12, 76)], [(1, 79), (2, 82), (3, 81), (4, 77), (5, 72), (7, 76), (8, 79), (9, 81), (10, 79), (11, 78), (12, 74)], [(1, 79), (3, 83), (4, 79), (5, 81), (6, 78), (7, 80), (8, 78), (9, 81), (10, 79), (11, 78), (12, 76)], [(1, 79), (3, 71), (4, 68), (5, 69), (7, 70), (8, 68), (9, 67), (11, 70), (12, 65)], [(1, 79), (3, 81), (4, 77), (5, 77), (6, 76), (7, 77), (8, 77), (9, 76), (11, 72)], [(1, 79), (3, 77), (4, 76), (5, 76), (6, 72), (7, 74), (9, 74), (11, 76)]]"
449,"[[(1, 72), (2, 69), (3, 71), (4, 74), (5, 74), (7, 71), (8, 72), (9, 74), (10, 77), (11, 76), (12, 74)], [(1, 72), (3, 74), (5, 74), (7, 73), (8, 74), (9, 72), (11, 69), (12, 72)], [(1, 72), (3, 72), (5, 72), (7, 72), (8, 74), (9, 74), (11, 72)], [(1, 72), (3, 72), (5, 71), (6, 69), (7, 71), (8, 69), (9, 71)], [(1, 72), (3, 74), (5, 74), (7, 72), (8, 74), (9, 74)], [(1, 72), (5, 74), (7, 73), (8, 71), (9, 69)], [(1, 72), (3, 69), (4, 67), (5, 71), (7, 71), (8, 69), (9, 70)], [(1, 72), (3, 82), (5, 82), (7, 79), (8, 76), (9, 81)]]"
450,"[[(1, 67), (9, 55), (11, 71), (12, 69)], [(1, 67), (9, 55), (11, 71), (12, 79)], [(1, 67), (9, 79), (11, 76), (12, 74)], [(1, 67), (5, 67), (9, 66), (11, 65), (12, 69)], [(1, 67), (5, 66), (7, 81), (9, 77), (11, 76), (12, 74)], [(1, 67), (5, 67), (7, 83), (9, 84), (11, 76)], [(1, 67), (2, 72), (3, 71), (5, 72), (7, 81), (9, 79), (11, 70)], [(1, 67), (2, 69), (3, 67), (4, 69), (5, 68), (7, 71), (9, 69), (11, 72), (12, 74)]]"
451,"[[(1, 76), (3, 81), (5, 76), (6, 74), (7, 72), (9, 71)], [(1, 76), (3, 78), (4, 76), (5, 74), (6, 72), (7, 74), (8, 71), (9, 72)], [(1, 76), (2, 77), (3, 82), (4, 81), (5, 76), (7, 76), (8, 77), (9, 76)], [(1, 76), (2, 79), (3, 83), (5, 85), (7, 86), (8, 83), (9, 85), (11, 81)], [(1, 76), (3, 74), (4, 73), (5, 74), (7, 74), (8, 71), (9, 69), (11, 69)], [(1, 76), (3, 77), (5, 77), (7, 77), (8, 75), (9, 74)], [(1, 76), (3, 76), (4, 75), (5, 77), (7, 74), (8, 78), (9, 79), (10, 78)], [(1, 76), (3, 73), (5, 74), (7, 69), (8, 67), (9, 72)]]"
452,"[[(1, 69), (3, 67), (5, 67), (6, 66), (7, 69), (8, 70), (9, 69)], [(1, 69), (3, 69), (4, 66), (5, 67), (6, 65), (7, 69), (9, 69)], [(1, 69), (3, 69), (4, 68), (5, 69), (6, 67), (7, 69), (9, 69)], [(1, 69), (3, 71), (5, 72), (6, 69), (7, 71), (9, 71)], [(1, 69), (2, 72), (3, 77), (4, 76), (5, 74), (6, 76), (7, 78), (9, 76)], [(1, 69), (3, 71), (4, 69), (5, 72), (6, 75), (7, 74), (9, 78)], [(1, 69), (4, 71), (5, 72), (6, 74), (7, 72), (8, 74), (9, 73)], [(1, 69), (3, 69), (4, 67), (5, 69), (6, 71), (7, 69), (9, 69)]]"
453,"[[(1, 74), (4, 74), (5, 76), (6, 77), (7, 76), (8, 74), (9, 72), (10, 71), (11, 74), (12, 72)], [(1, 74), (3, 77), (4, 74), (5, 76), (6, 74), (7, 72), (8, 69), (9, 72), (11, 69), (12, 71)], [(1, 74), (2, 78), (3, 76), (4, 72), (5, 72), (6, 76), (7, 77), (8, 79), (9, 77), (10, 76), (11, 72), (12, 70)], [(1, 74), (3, 74), (4, 72), (5, 69), (7, 71), (8, 72), (9, 74), (11, 74), (12, 72)], [(1, 74), (4, 72), (5, 65), (7, 64), (8, 62), (9, 71), (11, 67), (12, 71)], [(1, 74), (3, 74), (4, 73), (5, 74), (6, 78), (7, 76), (8, 77), (9, 79), (11, 77), (12, 76)], [(1, 74), (4, 72), (5, 74), (7, 76), (8, 77), (9, 79), (11, 81), (12, 79)], [(1, 74), (3, 73), (4, 74), (5, 70), (6, 72), (7, 71), (8, 67), (9, 66), (11, 67), (12, 66)]]"
454,"[[(1, 70), (2, 69), (3, 71), (5, 72), (7, 71), (8, 74), (9, 72), (11, 69)], [(1, 70), (2, 69), (3, 67), (4, 66), (5, 67), (7, 65), (8, 62), (9, 60)], [(1, 70), (2, 65), (3, 63), (4, 62), (5, 60), (7, 72), (8, 70), (9, 72)], [(1, 70), (3, 72), (4, 70), (5, 72), (7, 69), (9, 67)], [(1, 70), (3, 69), (4, 67), (5, 66), (7, 69), (9, 74)], [(1, 70), (2, 63), (3, 62), (4, 60), (5, 68), (7, 71), (9, 72), (11, 70)], [(1, 70), (3, 70), (4, 74), (5, 72), (7, 82), (9, 81), (11, 79), (12, 76)], [(1, 70), (3, 82), (4, 79), (5, 79), (6, 76), (7, 77), (8, 75), (9, 77), (11, 76), (12, 79)]]"
455,"[[(1, 74), (3, 73), (4, 64), (5, 65), (6, 70), (7, 72), (8, 70), (9, 69)], [(1, 74), (3, 74), (5, 79), (7, 83), (8, 78), (9, 79)], [(1, 74), (3, 74), (4, 76), (5, 76), (7, 79), (8, 76), (9, 76)], [(1, 74), (3, 74), (4, 72), (5, 71), (6, 72), (7, 70), (8, 72), (9, 71)], [(1, 74), (2, 72), (3, 71), (4, 72), (5, 79), (6, 77), (7, 74), (8, 76), (9, 74)], [(1, 74), (2, 71), (3, 69), (4, 70), (5, 72), (7, 77), (8, 76), (9, 74), (11, 76)], [(1, 74), (2, 76), (3, 73), (4, 74), (5, 72), (9, 60), (11, 72)], [(1, 74), (2, 75), (3, 72), (4, 69), (5, 70), (7, 62), (8, 63), (9, 67), (11, 65), (12, 64)]]"
